Var1,Var2,Var3,Var4,Var5,Var6,Var7
Turrisipho lachesis,0.6327724,1.524754,0.02609355,0.5555556,35,Mollusca
Turrisipho moebii,0.5419528,2.714474,0.07099844,0.5391304,24,Mollusca
Turritella bacillum,0.01990813,5.341236,0,0.6117647,30,Mollusca
Turritella carinifera,0.5007693,10.60843,0,0.7575758,97,Mollusca
Turritella chrysotoxa,0.7218587,14.33447,0,0.75,99,Mollusca
Turritella cingulifera,0.2269375,7.467742,0,0.7,23,Mollusca
Turritella declivis,0.2125983,7.189614,0,0.627907,47,Mollusca
Turritella exoleta,0.3789586,10.54897,0,0.8849558,464,Mollusca
Turritella hookeri,0.1992796,6.656449,0,0.8205128,50,Mollusca
Turritella sanguinea,0.2899222,7.437717,0,0.7361111,65,Mollusca
Turritella turbona,0.08379138,5.22718,0,0.7956989,52,Mollusca
Turritellinella tricarinata,0.1128517,5.866528,0,0.8363637,6139,Mollusca
Turritellopsis latior,0.5057595,2.52932,0.00100155,0.6153846,23,Mollusca
Turritellopsis neptunensis,-0.1029193,4.630394,0,0.5483871,18,Mollusca
Turritellopsis stimpsoni,0.6265852,3.240932,0.07755084,0.5,19,Mollusca
Turritriton tenuiliratus,0.5037566,12.06852,0,0.6860465,59,Mollusca
Tutufa bufo,0.3124769,9.260956,0,0.7872341,76,Mollusca
Typhis phillipensis,0.170455,6.724724,0,0.6329114,97,Mollusca
Typhlodaphne paratenoceras,0.7786371,1.243256,-0.0002827731,0.4571428,20,Mollusca
Typhlodaphne platamodes,1.178855,1,0.005985925,0.5744681,19,Mollusca
Typhlodaphne purissima,0.7490115,1.533605,0,0.6190476,12,Mollusca
Typhlomangelia nivalis,0.2414338,4.766724,0.05957903,0.601227,64,Mollusca
Typhlosyrinx supracostata,0.6511828,6.600651,0.04968532,0.2083333,19,Mollusca
Uberella vitrea,0.03853606,5.052125,0,0.5822785,17,Mollusca
Umbilia capricornica,0.3310625,8.610942,0,0.5048544,27,Mollusca
Unedogemmula indica,0.5032339,15.77633,0,0.8393782,341,Mollusca
Unedogemmula unedo,0.2527279,8.197064,0,0.6666666,84,Mollusca
Uroteuthis (Photololigo) edulis,0.7644536,24.15299,0,0.7733333,90,Mollusca
Vaceuchelus natalensis,0.4316703,9.108061,0,0.6666666,17,Mollusca
Vaceuchelus profundior,0.174473,5.791713,0.09863665,0.6363636,34,Mollusca
Vampyroteuthis infernalis,1.998856,1.593397,-0.001,0.5977653,397,Mollusca
Varicopeza crystallina,0.1606856,6.927469,0,0.6538461,79,Mollusca
Varicopeza pauxilla,0.2048273,7.429568,0,0.7826087,75,Mollusca
Varicorbula gibba,0.1179094,5.929379,0,0.8862745,46229,Mollusca
Varicorbula krebsiana,0.4018241,10.50969,0,0.8,121,Mollusca
Varicorbula limatula,0.3648876,9.257322,0,0.7857143,38,Mollusca
Varinucula gallinacea,0.2090451,5.669064,0,0.6666666,16,Mollusca
Vasticardium mendanaense,0.019025,4.976653,0,0.5217391,32,Mollusca
Vaughtia scrobiculata,0.141177,5.966468,0,0.6666666,24,Mollusca
Velutina plicatilis,0.2346676,4.759521,0,0.677686,31,Mollusca
Velutina velutina,0.3435191,5.862491,0.07882836,0.8,355,Mollusca
Venus albina,0.2285855,7.743884,0,0.6486486,12,Mollusca
Venus casina,0.07492639,6.754727,0.03824035,0.7569444,602,Mollusca
Venus nux,0.2032766,5.637462,0,0.626506,54,Mollusca
Venustatrochus georgianus,0.05014492,7.41616,0,0.6666666,20,Mollusca
Veprecula vepratica,0.599026,10.65173,0,0.625,33,Mollusca
Vepricardium asiaticum,0.008431184,5.45186,0,0.741573,54,Mollusca
Vepricardium coronatum,-0.0637422,4.613153,0,0.7088608,85,Mollusca
Vepricardium sinense,-0.01436965,4.834624,0,0.6944444,36,Mollusca
Veprichlamys kiwaensis,0.5432957,4.740228,0.0719386,0.7149758,140,Mollusca
Verilarca interplicata,-0.01721308,5.061133,0,0.7155173,100,Mollusca
Vermicularia knorrii,0.1121911,6.631911,0,0.8108108,556,Mollusca
Vermicularia spirata,0.2491898,8.105384,0,0.8503937,323,Mollusca
Vertambitus triangularis,0.2219583,3.195138,0.09903961,0.8235294,25,Mollusca
Verticipronus mytilus,0.1137645,5.139301,0,0.5853659,28,Mollusca
Verticordia quadrata,0.8906422,1.004453,0.08972191,0.3448276,36,Mollusca
Vesicomya atlantica,0.1532656,7.070562,0,0.2535211,270,Mollusca
Vesicomya pacifica,1.029509,1.011123,0.06901434,0.2051282,40,Mollusca
Vesicomya sirenkoi,0.9309874,1.138731,0.07412001,0.3870968,33,Mollusca
Vexillum acromiale,-0.07312511,6.077312,0.04353055,0.6666666,110,Mollusca
Vexillum castum,0.2052671,7.983085,0,0.75,59,Mollusca
Vexillum epiphaneum,0.2171175,7.401929,0,0.7407408,29,Mollusca
Vexillum hendersoni,0.08347113,5.687039,0,0.6976744,48,Mollusca
Vexillum malcolmense,0.1754542,7.571834,-0.001,0.6259542,51,Mollusca
Vexillum pulchellum,0.05458315,5.570987,0,0.745098,19,Mollusca
Vexillum sculptile,0.9639814,33.04758,0,0.7857143,50,Mollusca
Vexillum styria,0.230018,7.544508,0,0.68,45,Mollusca
Vexillum sykesi,0.0655212,5.81952,0,0.7272727,78,Mollusca
Vexillum wandoense,0.202928,7.058833,0,0.7391304,125,Mollusca
Vexitomina coxi,0.1597126,6.746271,0,0.6478873,171,Mollusca
Vexitomina suavis,-0.1583973,5.157878,0.05834828,0.5242718,19,Mollusca
Vexitomina torquata,-0.2774545,4.850988,0.07694943,0.5378151,84,Mollusca
Vimentum dilectum,-0.1126448,6.703133,0.04391211,0.69,117,Mollusca
Vitreolina antiflexa,0.1688947,5.201465,0,0.5909091,40,Mollusca
Vitreolina arcuata,0.2727557,8.308812,0,0.8666667,72,Mollusca
Vitreolina bermudezi,0.08861952,5.837897,0,0.6666666,21,Mollusca
Vitreolina philippi,0.1376508,5.56216,0,0.7809524,738,Mollusca
Vitrinella floridana,0.03202441,6.014914,0,0.7733333,275,Mollusca
Vitrinella helicoidea,0.1227418,6.165723,0,0.6511628,40,Mollusca
Vokesimurex anniae,0.5926859,12.49124,-0.001,0.7333333,53,Mollusca
Vokesimurex bellegladeensis,0.3318835,8.920631,0,0.75,65,Mollusca
Vokesimurex cabritii,0.2243235,7.857696,0,0.7555556,260,Mollusca
Vokesimurex dolichourus,0.1875472,7.561192,0,0.7761194,60,Mollusca
Vokesimurex hirasei,0.7205139,9.361085,0,0.4827586,38,Mollusca
Vokesimurex olssoni,-1.004336,1.016299,0.07934906,0.7916667,39,Mollusca
Vokesimurex rectirostris,0.2282726,7.636422,0,0.7272727,122,Mollusca
Vokesimurex rubidus,0.2603333,8.294612,0,0.7555556,163,Mollusca
Vokesimurex tryoni,0.2075819,7.105413,0,0.4271845,27,Mollusca
Volachlamys fultoni,0.08286176,5.783399,0,0.71875,45,Mollusca
Volema myristica,-0.8724191,1.067898,0.079451,0.5588235,28,Mollusca
Volutoconus grossi,-0.6355255,2.840021,0.08547086,0.6,50,Mollusca
Volutomitra glabella,-0.02511658,6.556437,0,0.4,56,Mollusca
Volutomitra vaubani,0.1042365,6.949884,0.0107082,0.416185,97,Mollusca
Volutomitra ziczac,-0.009158864,6.14734,0,0.3595505,48,Mollusca
Volutopsius norwegicus,0.04042157,5.621174,0,0.6055046,25,Mollusca
Volva habei,0.1966716,7.313317,0,0.5853659,32,Mollusca
Volva volva,0.3443178,10.71851,0,0.75,237,Mollusca
Volvarina abbreviata,0.2029638,7.044892,0,0.6818182,17,Mollusca
Volvarina avena,0.4289992,11.26727,0,0.6984127,99,Mollusca
Volvarina ealesae,0.8580605,1.231225,0.07166361,0.6423358,56,Mollusca
Volvarina haswelli,0.259492,7.131414,0,0.5882353,18,Mollusca
Volvarina hedleyi,0.1136774,5.867348,0.0724139,0.5981308,16,Mollusca
Volvarina hyalina,0.8946616,1.315033,0.001624568,0.6341463,60,Mollusca
Volvarina laetitia,0.1047255,7.41747,0,0.6236559,41,Mollusca
Volvarina mitrella,0.0402043,5.19577,0,0.6216216,17,Mollusca
Volvarina warrenii,1.092469,1.268053,0.07144307,0.5309734,23,Mollusca
Volvulella acuminata,-0.009143079,5.852448,0,0.5851064,46,Mollusca
Volvulella californica,0.9650247,4.988468,0,0.3789474,22,Mollusca
Volvulella cylindrica,0.07805178,6.262703,0,0.3487179,21,Mollusca
Volvulella panamica,1.807582,4.266143,0.06129766,0.3902439,55,Mollusca
Volvulella paupercula,0.1258879,6.183694,0,0.6857142,17,Mollusca
Volvulella persimilis,0.2036515,7.40817,0,0.8085107,260,Mollusca
Volvulella texasiana,-0.2659564,4.600046,0.02995251,0.7446809,333,Mollusca
Vulcanidas insolatus,-0.425855,6.611062,0.09298396,0.2857143,43,Mollusca
Waldo parasiticus,0.8222001,1.416371,0.01079327,0.5333333,43,Mollusca
Warrana comma,0.03477919,5.206096,0,0.5882353,31,Mollusca
Warrana edentata,0.08750686,5.483302,0,0.5882353,28,Mollusca
Warrana lunata,0.1565821,6.972802,0,0.6732674,73,Mollusca
Warrana pellucida,0.5025298,13.6874,0,0.7407408,76,Mollusca
Warrana westralis,0.02212432,5.120393,0,0.5185185,25,Mollusca
Watasenia scintillans,0.6729213,5.57656,0.09453778,0.3358778,31,Mollusca
Weinkauffia macandrewii,0.2640991,7.561338,0,0.8095238,14,Mollusca
Westaustrocuna keegani,0.0204974,5.130884,0,0.5454545,23,Mollusca
Williamia krebsii,0.1448583,7.275906,0,0.7710843,69,Mollusca
Xanthodaphne bruneri,0.7035784,1.060212,0.09558928,0.6666666,18,Mollusca
Xanthodaphne translucida,1.125799,1,0.06410909,0.5875,45,Mollusca
Xenophora cerea,0.1344329,6.678862,0,0.8,66,Mollusca
Xenophora conchyliophora,0.2850783,8.530666,0,0.8311688,354,Mollusca
Xenophora corrugata,0.05126647,5.908294,0,0.6947368,59,Mollusca
Xenophora granulosa,0.9064164,6.092366,0.09909979,0.2608696,19,Mollusca
Xenophora neozelanica,0.1557769,5.725833,0,0.6538461,34,Mollusca
Xenophora pallidula,0.1598712,6.778331,0,0.6875,58,Mollusca
Xenophora peroniana,-0.7482895,4.635104,0.0842939,0.6666666,183,Mollusca
Xenophora solarioides,0.2609792,8.90582,0,0.7605634,457,Mollusca
Xylophaga dorsalis,0.1748109,4.467029,0.05489561,0.6349206,43,Mollusca
Xyloskenea costulifera,0.05827202,6.595529,0,0.2857143,20,Mollusca
Xymenopsis buccineus,0.5050401,4.06352,0,0.7142857,27,Mollusca
Xymenopsis corrugata,0.1710849,4.122227,0,0.7096775,24,Mollusca
Xymenopsis muriciformis,0.2452626,4.182805,0.04285703,0.6153846,38,Mollusca
Ylistrum balloti,0.221535,8.302681,0,0.8,556,Mollusca
Ylistrum japonicum,0.3729054,9.578572,0,0.6190476,27,Mollusca
Yoldia aeolica,0.6372179,5.358171,0,0.6535947,133,Mollusca
Yoldia hyperborea,0.3913115,3.826838,0.05562481,0.6732026,184,Mollusca
Yoldia limatula,0.1514159,5.457989,0,0.8256881,1015,Mollusca
Yoldia myalis,0.4627911,4.830331,0.0676203,0.6809816,199,Mollusca
Yoldia sapotilla,0.4133025,7.261057,0,0.8515625,966,Mollusca
Yoldia similis,-0.009066363,5.011168,0,0.7363184,63,Mollusca
Yoldiella americana,-2.138784,17.97017,0.01149892,0.02941179,59,Mollusca
Yoldiella annenkovae,0.2007422,4.492897,-0.0009557218,0.519774,66,Mollusca
Yoldiella antarctica,0.932766,1.138816,0.03444901,0.6142857,66,Mollusca
Yoldiella curta,1.2718,1.424783,-0.001,0.5128205,170,Mollusca
Yoldiella dissimilis,0.7052853,1.301073,0.01760385,0.5555556,14,Mollusca
Yoldiella ella,0.7552851,1.223942,0.0420755,0.3636364,174,Mollusca
Yoldiella frigida,0.54583,2.920395,0.06412269,0.7118644,258,Mollusca
Yoldiella inconspicua,-0.1702612,6.637464,0.02602741,0.5333333,109,Mollusca
Yoldiella insculpta,0.127768,4.377232,0.07461614,0.4950495,101,Mollusca
Yoldiella intermedia,0.9988154,1.032676,0.05687273,0.7361111,658,Mollusca
Yoldiella jeffreysi,0.2877975,2.978142,0.08686914,0.5892857,297,Mollusca
Yoldiella lenticula,-0.01903137,5.882837,0,0.5591398,695,Mollusca
Yoldiella lucida,0.5089776,4.657751,0.06367942,0.7859237,1004,Mollusca
Yoldiella nana,0.4358401,3.61508,0.03312927,0.6885246,712,Mollusca
Yoldiella oblonga,0.8371209,1.309231,0.07347659,0.6238532,22,Mollusca
Yoldiella philippiana,0.06389291,5.842452,0,0.7118644,531,Mollusca
Yoldiella propinqua,0.07145849,4.880963,0,0.5454545,270,Mollusca
Yoldiella sabrina,0.9604861,1.007994,0.06026143,0.75,81,Mollusca
Yoldiella solidula,0.7830169,1.277607,0.04757395,0.6511628,100,Mollusca
Yoldiella subcircularis,0.7515895,1.07858,0.08366878,0.5,141,Mollusca
Yoldiella tamara,-0.4492771,15.45453,0,0.1626016,38,Mollusca
Yoldiella thaerella,0.6569919,1.353097,0.05732938,0.75,46,Mollusca
Yoldiella valettei,0.9356998,1.161646,0.06850494,0.7389163,97,Mollusca
Zaclys sarissa,0.03926251,5.476563,0,0.491228,13,Mollusca
Zafra cinnamomea,-0.9857642,1.495844,0.07658203,0.4923077,31,Mollusca
Zafra hervieri,0.1400562,6.778516,0,0.6857142,134,Mollusca
Zafra obesula,0.20464,7.57954,0,0.6666666,85,Mollusca
Zafra ornata,0.1865963,6.953783,0,0.6666666,62,Mollusca
Zafra rufopiperata,0.185665,6.941579,0,0.6666666,72,Mollusca
Zafra succinea,-0.09371663,4.391678,0,0.6285714,91,Mollusca
Zafrona isomella,-0.1274198,4.146585,0,0.6666666,158,Mollusca
Zafrona striatula,0.1762164,6.82329,0,0.6666666,33,Mollusca
Zeacolpus vittatus,0.1185725,5.640097,0,0.7868853,51,Mollusca
Zebinella decussata,-0.6828651,2.541504,0.08279654,0.7142857,60,Mollusca
Zebinella princeps,0.249707,7.882762,0,0.8115942,43,Mollusca
Zebinella striatocostata,0.1058311,6.002658,0,0.6956522,24,Mollusca
Zebinella striosa,0.2279254,7.23281,0,0.7297298,15,Mollusca
Zeidora calceolina,0.462601,9.594479,0,0.6666666,43,Mollusca
Zemacies queenslandica,0.2676356,7.962556,0,0.6349206,25,Mollusca
Zemira bodalla,0.3330923,8.597492,0,0.6666666,21,Mollusca
Zemitrella rosea,0.1314305,4.745715,0,0.6666666,22,Mollusca
Zerotula antarctica,0.85482,1.366538,0.07767918,0.6808511,11,Mollusca
Zerotula bicarinata,0.1095548,5.474745,0,0.6329114,21,Mollusca
Zerotula incognita,0.4230045,2.337336,0.00356999,0.375,22,Mollusca
Zidona dufresnei,0.09165314,5.802467,0,0.6407767,74,Mollusca
Ziminella salmonacea,0.1906617,5.694979,0,0.6666666,21,Mollusca
Zygochlamys delicatula,0.05512761,5.752839,0,0.7453417,454,Mollusca
Zygochlamys patagonica,0.2740197,5.154222,0.04775304,0.7540984,108,Mollusca
Acrobrochus blochmanni,0.9524767,1.117483,0.06953562,0.3140496,29,Brachiopoda
Aerothyris kerguelensis,0.5403702,2.857898,0,0.7384615,169,Brachiopoda
Aerothyris macquariensis,0.7562245,3.003428,0.04954617,0.56917,118,Brachiopoda
Anakinetica cumingi,0.02761574,5.001399,0,0.5283019,33,Brachiopoda
Aneboconcha obscura,0.5528489,2.972534,0.097662,0.5423729,13,Brachiopoda
Argyrotheca barrettiana,0.239995,7.82946,0,0.6363636,26,Brachiopoda
Argyrotheca cistellula,0.3442108,5.197297,0.08656763,0.6333333,16,Brachiopoda
Argyrotheca cuneata,0.03876821,5.101678,0,0.6428571,33,Brachiopoda
Aulites brazieri,-0.08391701,5.009937,0,0.5166667,18,Brachiopoda
Basiliola beecheri,0.2439717,6.813668,0,0.4,53,Brachiopoda
Bouchardia rosea,0.4842614,7.838027,0,0.6551724,20,Brachiopoda
Calloria inconspicua,0.1412652,5.779376,0,0.7777778,258,Brachiopoda
Cancellothyris hedleyi,0.02109155,5.710039,0.008190734,0.6035503,65,Brachiopoda
Chlidonophora incerta,1.146463,1,-0.0002723462,0.2857143,61,Brachiopoda
Compsothyris racovitzae,-0.2971581,17.77283,0.003148244,0.4954128,39,Brachiopoda
Cryptopora gnomon,1.06747,1.022613,0.07444449,0.4379562,54,Brachiopoda
Dallina eltanini,-1.596815,14.53976,0.09764426,0.2622951,28,Brachiopoda
Dallina floridana,0.4269889,10.10519,0,0.6451613,48,Brachiopoda
Dallina septigera,0.3907711,5.03417,0,0.6346154,70,Brachiopoda
Dyscritosia secreta,0.1722644,3.988792,0,0.7333333,15,Brachiopoda
Ecnomiosa inexpectata,0.4227019,4.217498,0,0.3902439,16,Brachiopoda
Eucalathis ergastica,0.1598144,5.825856,0,0.4473684,23,Brachiopoda
Eucalathis murrayi,0.2467349,7.301809,0.09693223,0.3170732,20,Brachiopoda
Eucalathis tuberata,0.2186747,5.708887,0,0.4186047,25,Brachiopoda
Fallax neocaledonensis,0.2159999,6.592411,0,0.3373494,51,Brachiopoda
Fosteria spinosa,-0.261767,15.45179,0.009139976,0.5168539,25,Brachiopoda
Frenulina sanguinolenta,0.286686,8.662902,0,0.7586207,81,Brachiopoda
Glaciarcula spitzbergensis,0.7042423,1.282929,0.05509591,0.490566,14,Brachiopoda
Glottidia albida,0.222259,5.175437,0,0.6530612,50,Brachiopoda
Glottidia pyramidata,0.1838207,6.925632,0,0.7843137,116,Brachiopoda
Gryphus vitreus,0.3149231,6.377713,0.09963435,0.4671533,450,Brachiopoda
Gwynia capsula,0.05685562,4.987394,0,0.5531915,69,Brachiopoda
Gyrothyris mawsoni,0.1797955,5.695226,0,0.7397261,342,Brachiopoda
Hemithiris psittacea,0.7913678,1.278623,0.05516821,0.6120219,152,Brachiopoda
Jaffaia jaffaensis,0.1135415,6.00775,0,0.4124514,147,Brachiopoda
Leptothyrella incerta,-0.5206306,6.468904,0.09996781,0.265625,21,Brachiopoda
Liothyrella neozelanica,0.1652931,6.354366,0,0.7446809,301,Brachiopoda
Liothyrella uva,0.8559374,1.465187,0.06876227,0.7919463,309,Brachiopoda
Macandrevia americana,0.226985,5.750994,0.0003372961,0.5776173,156,Brachiopoda
Macandrevia cranium,0.1735879,4.993247,0.01456519,0.6024096,430,Brachiopoda
Magasella sanguinea,0.215728,5.861805,0,0.8095238,199,Brachiopoda
Magellania fragilis,0.8221695,1.346898,0.05952379,0.6615385,198,Brachiopoda
Magellania joubini,0.9281886,1.103217,-0.001,0.5974026,323,Brachiopoda
Magellania venosa,0.1441354,5.899078,0,0.6914893,220,Brachiopoda
Megathiris detruncata,0.07864752,5.437529,0,0.5576923,147,Brachiopoda
Megerlia truncata,0.4164358,6.307424,-0.001,0.5679013,136,Brachiopoda
Neorhynchia strebeli,0.371935,3.868713,0,0.3275862,23,Brachiopoda
Neothyris lenticularis,0.3202294,5.948441,0,0.8169014,732,Brachiopoda
Novocrania lecointei,0.645322,2.353656,0.07737824,0.4235294,130,Brachiopoda
Pelagodiscus atlanticus,1.236362,1.010697,0.0006684815,0.4293785,212,Brachiopoda
Pemphixina pyxidata,NaN,NaN,0,0.7333333,42,Brachiopoda
Phaneropora galatheae,0.3114192,7.073525,0,0.296875,28,Brachiopoda
Platidia anomioides,0.2018745,8.04892,0.04809784,0.5251142,191,Brachiopoda
Platidia clepsidra,0.4198757,9.467293,0,0.6813186,24,Brachiopoda
Stenosarina crosnieri,-0.01274157,7.036877,0,0.3396226,58,Brachiopoda
Stenosarina davidsoni,0.1874074,5.693433,0,0.36,34,Brachiopoda
Stenosarina globosa,0.3758824,8.27009,0.07830761,0.2820513,24,Brachiopoda
Terebratalia transversa,0.3311348,4.644278,0,0.8275862,53,Brachiopoda
Terebratella dorsata,0.4227951,4.042242,0.04811755,0.6635945,241,Brachiopoda
Terebratulina cailleti,0.509195,13.38977,0,0.7457627,52,Brachiopoda
Terebratulina pacifica,0.5095442,8.272824,0,0.4878049,27,Brachiopoda
Terebratulina retusa,0.1195622,5.721032,0,0.5472637,218,Brachiopoda
Terebratulina septentrionalis,0.5556025,3.592737,0.048569,0.6909091,58,Brachiopoda
Terebratulina unguicula,0.6094379,4.101052,0,0.7179487,28,Brachiopoda
Tichosina obesa,0.6191266,15.09828,0,0.6382979,16,Brachiopoda
Acanthophragma polaris,0.5044755,3.306266,0.0840497,0.5517241,24,Bryozoa
Adelascopora secunda,0.7911183,1.591307,0.03032654,0.6976744,67,Bryozoa
Adenifera armata,0.3591889,9.860816,0,0.6774194,86,Bryozoa
Adeona grisea,-0.3754781,5.457673,0.09988195,0.6055046,35,Bryozoa
Adeonella fuegensis,-0.1019706,5.957875,0,0.6440678,27,Bryozoa
Adeonellopsis pentapora,0.4838087,11.61163,0,0.7586207,141,Bryozoa
Adeonellopsis subsulcata,0.2541731,7.889442,0,0.6285714,66,Bryozoa
Aetea anguina,0.02421438,5.365243,0,0.7857143,534,Bryozoa
Aetea australis,-0.06238827,5.661783,0.09799884,0.5252525,21,Bryozoa
Aetea ligulata,0.4568966,4.37995,0.0969879,0.7045455,46,Bryozoa
Aethozoon pellucidum,-2.587957,28.25109,0.08700554,0.35,44,Bryozoa
Aimulosia antarctica,1.049334,1.000005,0.006229242,0.6847826,61,Bryozoa
Aimulosia australis,0.4964399,2.640311,0.04996235,0.4835165,12,Bryozoa
Aimulosia marsupium,0.07693112,5.347138,0,0.5981308,30,Bryozoa
Akatopora circumsaepta,0.09043288,5.575857,-0.0004480462,0.4575163,19,Bryozoa
Akatopora tincta,0.07476773,5.870192,0,0.7407408,26,Bryozoa
Alcyonidium condylocinereum,0.06205232,5.219549,0,0.675,11,Bryozoa
Alcyonidium diaphanum,0.05099959,5.396069,0,0.8181818,4150,Bryozoa
Alcyonidium flabelliforme,0.7629862,1.370924,0.07513773,0.52,12,Bryozoa
Alcyonidium parasiticum,0.2424472,5.984505,0,0.8421053,824,Bryozoa
Alderina imbellis,0.3687765,4.80713,0.08106881,0.8,161,Bryozoa
Amastigia antarctica,0.9071431,1.215822,8.458013e-05,0.5,22,Bryozoa
Amastigia benemunita,0.2574468,4.767176,0,0.6823529,62,Bryozoa
Amastigia gaussi,0.732771,1.884735,-0.0002361962,0.585034,28,Bryozoa
Amastigia harmeri,0.4962245,6.552353,0,0.7407408,25,Bryozoa
Amastigia nuda,0.4081875,4.186062,0.05710647,0.6321839,39,Bryozoa
Amastigia solida,0.677829,1.77137,0.02078586,0.52,16,Bryozoa
Amathia convoluta,0.07598994,5.890791,0,0.7567568,337,Bryozoa
Amathia crispa,0.342139,9.558481,0,0.7575758,178,Bryozoa
Amathia distans,0.1158976,6.254536,0,0.7058823,185,Bryozoa
Amathia lendigera,0.3529844,5.545502,0.08151703,0.8,1495,Bryozoa
Ammatophora typica,-0.1959224,5.298531,0.05227908,0.6875,45,Bryozoa
Amphiblestrum auritum,0.2405666,5.578094,0,0.7619048,1115,Bryozoa
Amphiblestrum flemingii,0.3159342,5.933206,0.05975268,0.8300395,343,Bryozoa
Amphiblestrum inermis,0.9163985,1.276105,-0.001,0.6390532,108,Bryozoa
Amphiblestrum osburni,-0.1406079,7.240163,0.09293458,0.5535715,16,Bryozoa
Amphiblestrum rossi,0.9099416,1.366538,0.07767918,0.4166667,12,Bryozoa
Amphiblestrum trifolium,0.3291057,6.500824,0.05804249,0.6507177,54,Bryozoa
Andreella uncifera,0.1544692,5.332804,0.05413464,0.7281554,67,Bryozoa
Annectocyma major,0.1335274,5.445407,0,0.7160494,60,Bryozoa
Antarcticaetos bubeccata,0.4550024,3.604403,0.03370351,0.8125,143,Bryozoa
Antarctothoa antarctica,0.7795191,1.388349,0.07769297,0.6724138,36,Bryozoa
Antarctothoa bougainvillei,0.940837,1.001841,0.06133142,0.5595855,59,Bryozoa
Antropora typica,0.2672934,7.689837,0,0.5405406,24,Bryozoa
Aplousina gigantea,0.1149327,6.066204,0,0.7241379,113,Bryozoa
Aquiloniella scabra,0.4659978,4.351081,0.05705817,0.6867925,55,Bryozoa
Arachnidium fibrosum,0.1873852,5.36786,0.04404319,0.7972973,150,Bryozoa
Arachnopusia aquilina,0.9885432,1.02282,0.06008978,0.4378698,21,Bryozoa
Arachnopusia aviculifera,0.966585,1.177946,0,0.7317073,49,Bryozoa
Arachnopusia decipiens,0.9738172,1.054983,0.009695468,0.5072464,28,Bryozoa
Arachnopusia gigantea,0.8462329,1.137822,0.06165367,0.7155963,38,Bryozoa
Arachnopusia inchoata,0.827562,1.134953,0.03396983,0.5625,32,Bryozoa
Arachnopusia latiavicularis,0.9016012,1.326187,0,0.8041237,91,Bryozoa
Arachnopusia monoceros,0.1582154,5.573566,0,0.7239264,218,Bryozoa
Arachnopusia perforata,0.3220562,5.818987,0.02749558,0.5023696,19,Bryozoa
Arachnopusia tubula,0.8393973,1.195859,0.07530741,0.5609756,19,Bryozoa
Arachnopusia unicornis,0.1341327,5.925102,0,0.6766918,65,Bryozoa
Arctonula arctica,0.2545266,4.258084,0.03199409,0.5990783,20,Bryozoa
Aspericreta crassatina,0.9304714,1.366538,0.07767918,0.4329897,22,Bryozoa
Aspidelectra melolontha,0.06230634,5.252406,0.006908949,0.7019868,859,Bryozoa
Aspidostoma coronatum,0.9580974,1.131104,-0.0009595397,0.6771654,56,Bryozoa
Aspidostoma giganteum,-0.1920223,7.474298,0,0.5,25,Bryozoa
Astochoporella cassidula,0.857052,1.207682,0.06187356,0.7571428,84,Bryozoa
Attinopora zealandica,0.2460578,5.912689,0,0.5294118,24,Bryozoa
Austroflustra vulgaris,0.8950475,1.296679,0.07225161,0.7536232,112,Bryozoa
Bathyalozoon foresti,-1.958491,177.6942,0.07924719,0.3418803,19,Bryozoa
Beania bilaminata,0.28115,5.960686,0,0.6842105,13,Bryozoa
Beania erecta,0.9888225,1.175077,0.001206038,0.6810811,227,Bryozoa
Beania hirtissima,0.1032821,5.793643,0,0.6861314,43,Bryozoa
Beania intermedia,0.06755257,5.50133,0,0.5428572,13,Bryozoa
Beania magellanica,-0.01044989,5.4626,0,0.6917293,169,Bryozoa
Beania mirabilis,0.0129381,5.257548,0,0.7325581,234,Bryozoa
Beania plurispinosa,0.09421344,5.609674,0,0.5857143,24,Bryozoa
Beania regularis,0.3091988,9.032342,0,0.7323943,83,Bryozoa
Bellulopora bellula,-0.2738324,5.31545,0.0943187,0.6464646,15,Bryozoa
Bicellariella ciliata,0.1287173,5.469551,0,0.75,2853,Bryozoa
Bicellarina alderi,0.03180575,5.948133,0,0.635514,84,Bryozoa
Bicrisia biciliata,0.07641579,5.363574,0,0.5942029,35,Bryozoa
Bicrisia edwardsiana,0.2677077,5.895887,0,0.72,35,Bryozoa
Bifaxaria submucronata,0.1022424,7.623824,0.02853203,0.3492063,20,Bryozoa
Biflustra tenuis,0.04793862,5.705104,0,0.6936417,272,Bryozoa
Bitectipora mucronifera,0.28076,5.964976,0,0.7111111,22,Bryozoa
Bitectipora ozalea,0.2269285,5.445652,0,0.5542169,18,Bryozoa
Bitectipora retepora,0.1299157,5.949279,0.09842718,0.4892086,19,Bryozoa
Bitectipora rostrata,0.243245,5.914804,0,0.6888889,31,Bryozoa
Bostrychopora dentata,0.4624493,3.353592,0.005863131,0.7681159,134,Bryozoa
Bryopesanser latesco,0.230251,7.946323,0,0.6909091,41,Bryozoa
Bryopesanser pesanseris,0.07712027,6.334049,0,0.852459,50,Bryozoa
Buffonellaria divergens,0.2224987,5.7014,0.09558046,0.4954128,24,Bryozoa
Buffonellaria frigida,0.9510307,1.279943,0.05924003,0.7123288,53,Bryozoa
Buffonellodes antarctica,0.6623055,1.90605,0.04243213,0.7175573,58,Bryozoa
Buffonellodes glabra,0.5601614,2.94541,0.09461773,0.5849056,16,Bryozoa
